iso_code,continent,location,date,new_cases_per_million,new_cases_per_million_j,new_cases_per_million_uk,new_cases_j,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,iso_code_uk,continent_uk,location_uk,total_cases_uk,new_cases_uk,new_cases_smoothed_uk,total_deaths_uk,new_deaths_uk,new_deaths_smoothed_uk,total_cases_per_million_uk,new_cases_per_million_uk,new_cases_smoothed_per_million_uk,total_deaths_per_million_uk,new_deaths_per_million_uk,new_deaths_smoothed_per_million_uk,iso_code_j,continent_j,location_j,total_cases_j,new_cases_j,new_cases_smoothed_j,total_deaths_j,new_deaths_j,new_deaths_smoothed_j,total_cases_per_million_j,new_cases_smoothed_per_million_j,total_deaths_per_million_j,new_deaths_per_million_j,new_deaths_smoothed_per_million_j
AUS,Oceania,Australia,2020-12-13,0.271,18.905,271.585,2383,28037,7,9.286,908,0,0,1087.202,0.36,35.21,0,0,GBR,Europe,United Kingdom,1851331,18524,18079.857,64218,144,417.857,27142.785,271.585,265.073,941.515,2.111,6.126,JPN,Asia,Japan,180505,2383,2528.714,2602,20,34.714,1432.002,20.061,20.642,0.159,0.275
AUS,Oceania,Australia,2020-12-14,0.427,13.336,297.945,1681,28048,11,8.714,908,0,0,1087.629,0.338,35.21,0,0,GBR,Europe,United Kingdom,1871653,20322,18877.143,64450,232,424,27440.73,297.945,276.762,944.916,3.401,6.216,JPN,Asia,Japan,182186,1681,2550.143,2649,47,35.857,1445.338,20.231,21.015,0.373,0.284
AUS,Oceania,Australia,2020-12-15,0.465,19.246,271.804,2426,28060,12,9.571,908,0,0,1088.094,0.371,35.21,0,0,GBR,Europe,United Kingdom,1890192,18539,19756.571,64956,506,410.714,27712.535,271.804,289.656,952.335,7.419,6.022,JPN,Asia,Japan,184612,2426,2585.857,2702,53,36.714,1464.584,20.514,21.436,0.42,0.291
AUS,Oceania,Australia,2020-12-16,0.465,23.768,369.8,2996,28072,12,10.286,908,0,0,1088.559,0.399,35.21,0,0,GBR,Europe,United Kingdom,1915415,25223,20987.714,65568,612,422,28082.335,369.8,307.706,961.307,8.973,6.187,JPN,Asia,Japan,187608,2996,2612.429,2755,53,38.286,1488.352,20.725,21.856,0.42,0.304
AUS,Oceania,Australia,2020-12-17,0.814,25.458,519.638,3209,28093,21,11.714,908,0,0,1089.373,0.454,35.21,0,0,GBR,Europe,United Kingdom,1950858,35443,23046.143,66100,532,424.286,28601.973,519.638,337.885,969.107,7.8,6.221,JPN,Asia,Japan,190817,3209,2646.714,2793,38,40,1513.81,20.997,22.158,0.301,0.317
AUS,Oceania,Australia,2020-12-18,1.28,22.507,419.531,2837,28126,33,14.429,908,0,0,1090.653,0.56,35.21,0,0,GBR,Europe,United Kingdom,1979473,28615,24029.857,66589,489,433.571,29021.504,419.531,352.307,976.276,7.169,6.357,JPN,Asia,Japan,193654,2837,2652.714,2841,48,41,1536.317,21.045,22.539,0.381,0.325
AUS,Oceania,Australia,2020-12-19,1.629,23.713,398.082,2989,28168,42,19.714,908,0,0,1092.282,0.764,35.21,0,0,GBR,Europe,United Kingdom,2006625,27152,24831.143,67124,535,435.714,29419.585,398.082,364.055,984.12,7.844,6.388,JPN,Asia,Japan,196643,2989,2645.857,2881,40,42.714,1560.03,20.99,22.856,0.317,0.339
AUS,Oceania,Australia,2020-12-20,1.163,19.762,528.581,2491,28198,30,23,908,0,0,1093.445,0.892,35.21,0,0,GBR,Europe,United Kingdom,2042678,36053,27335.286,67453,329,462.143,29948.166,528.581,400.769,988.944,4.824,6.776,JPN,Asia,Japan,199134,2491,2661.286,2917,36,45,1579.792,21.113,23.141,0.286,0.357
AUS,Oceania,Australia,2020-12-21,0.814,14.367,489.714,1811,28219,21,24.429,908,0,0,1094.259,0.947,35.21,0,0,GBR,Europe,United Kingdom,2076080,33402,29203.857,67668,215,459.714,30437.881,489.714,428.164,992.096,3.152,6.74,JPN,Asia,Japan,200945,1811,2679.857,2965,48,45.143,1594.159,21.26,23.522,0.381,0.358
AUS,Oceania,Australia,2020-12-22,0.698,21.372,541.278,2694,28237,18,25.286,908,0,0,1094.957,0.981,35.21,0,0,GBR,Europe,United Kingdom,2112999,36919,31829.571,68359,691,486.143,30979.159,541.278,466.661,1002.227,10.131,7.127,JPN,Asia,Japan,203639,2694,2718.143,3013,48,44.429,1615.531,21.564,23.903,0.381,0.352
AUS,Oceania,Australia,2020-12-23,0.969,25.99,576.04,3276,28262,25,27.143,908,0,0,1095.927,1.053,35.21,0,0,GBR,Europe,United Kingdom,2152289,39290,33839.143,69105,746,505.286,31555.198,576.04,496.123,1013.164,10.937,7.408,JPN,Asia,Japan,206915,3276,2758.143,3069,56,44.857,1641.521,21.881,24.347,0.444,0.356
AUS,Oceania,Australia,2020-12-24,0.465,29.718,573.195,3746,28274,12,25.857,908,0,0,1096.392,1.003,35.21,0,0,GBR,Europe,United Kingdom,2191385,39096,34361,69680,575,511.429,32128.394,573.195,503.774,1021.594,8.43,7.498,JPN,Asia,Japan,210661,3746,2834.857,3123,54,47.143,1671.239,22.49,24.776,0.428,0.374
AUS,Oceania,Australia,2020-12-25,0.892,30.4,480.756,3832,28297,23,24.429,908,0,0,1097.284,0.947,35.21,0,0,GBR,Europe,United Kingdom,2224176,32791,34957.571,70251,571,523.143,32609.15,480.756,512.521,1029.966,8.372,7.67,JPN,Asia,Japan,214493,3832,2977,3187,64,49.429,1701.639,23.617,25.283,0.508,0.392
AUS,Oceania,Australia,2020-12-26,0.427,30.821,509.36,3885,28308,11,20,908,0,0,1097.711,0.776,35.21,0,0,GBR,Europe,United Kingdom,2258918,34742,36041.857,70462,211,476.857,33118.51,509.36,528.418,1033.059,3.094,6.991,JPN,Asia,Japan,218378,3885,3105,3234,47,50.429,1732.46,24.633,25.656,0.373,0.4
AUS,Oceania,Australia,2020-12-27,1.125,23.356,474.481,2944,28337,29,19.857,909,1,0.143,1098.835,0.77,35.249,0.039,0.006,GBR,Europe,United Kingdom,2291281,32363,35514.714,70809,347,479.429,33592.991,474.481,520.689,1038.147,5.087,7.029,JPN,Asia,Japan,221322,2944,3169.714,3274,40,51,1755.816,25.146,25.974,0.317,0.405
AUS,Oceania,Australia,2020-12-28,0.465,19.016,606.989,2397,28349,12,18.571,909,0,0.143,1099.301,0.72,35.249,0,0.006,GBR,Europe,United Kingdom,2332682,41401,36657.429,71166,357,499.714,34199.981,606.989,537.443,1043.381,5.234,7.326,JPN,Asia,Japan,223719,2397,3253.429,3325,51,51.429,1774.832,25.81,26.378,0.405,0.408
AUS,Oceania,Australia,2020-12-29,1.241,28.774,779.42,3627,28381,32,20.571,909,0,0.143,1100.541,0.798,35.249,0,0.006,GBR,Europe,United Kingdom,2385844,53162,38977.857,71624,458,466.429,34979.401,779.42,571.463,1050.096,6.715,6.838,JPN,Asia,Japan,227346,3627,3386.714,3384,59,53,1803.606,26.868,26.846,0.468,0.42
AUS,Oceania,Australia,2020-12-30,0.931,30.71,733.677,3871,28405,24,20.429,909,0,0.143,1101.472,0.792,35.249,0,0.006,GBR,Europe,United Kingdom,2435886,50042,40513.857,72605,981,500,35713.078,733.677,593.983,1064.478,14.383,7.331,JPN,Asia,Japan,231217,3871,3471.714,3443,59,53.429,1834.316,27.542,27.314,0.468,0.424
AUS,Oceania,Australia,2020-12-31,0.776,35.954,819.621,4532,28425,20,21.571,909,0,0.143,1102.248,0.836,35.249,0,0.006,GBR,Europe,United Kingdom,2491790,55904,42915,73569,964,555.571,36532.7,819.621,629.187,1078.612,14.133,8.145,JPN,Asia,Japan,235749,4532,3584,3492,49,52.714,1870.27,28.433,27.703,0.389,0.418
AUS,Oceania,Australia,2021-01-01,1.357,25.831,781.619,3256,28460,35,23.286,909,0,0.143,1103.605,0.903,35.249,0,0.006,GBR,Europe,United Kingdom,2545102,53312,45846.571,74183,614,561.714,37314.319,781.619,672.167,1087.614,9.002,8.235,JPN,Asia,Japan,239005,3256,3501.714,3541,49,50.571,1896.101,27.78,28.092,0.389,0.401
AUS,Oceania,Australia,2021-01-02,0.931,24.363,846.657,3071,28484,24,25.143,909,0,0.143,1104.535,0.975,35.249,0,0.006,GBR,Europe,United Kingdom,2602850,57748,49133.143,74630,447,595.429,38160.975,846.657,720.352,1094.167,6.554,8.73,JPN,Asia,Japan,242076,3071,3385.429,3572,31,48.286,1920.464,26.858,28.338,0.246,0.383
AUS,Oceania,Australia,2021-01-03,0.776,25.117,806.529,3166,28504,20,23.857,909,0,0,1105.311,0.925,35.249,0,0,GBR,Europe,United Kingdom,2657861,55011,52368.571,75084,454,610.714,38967.504,806.529,767.788,1100.824,6.656,8.954,JPN,Asia,Japan,245242,3166,3417.143,3632,60,51.143,1945.581,27.109,28.814,0.476,0.406
AUS,Oceania,Australia,2021-01-04,0.504,26.521,862.095,3343,28517,13,24,909,0,0,1105.815,0.931,35.249,0,0,GBR,Europe,United Kingdom,2716662,58801,54854.286,75491,407,617.857,39829.599,862.095,804.231,1106.791,5.967,9.059,JPN,Asia,Japan,248585,3343,3552.286,3680,48,50.714,1972.102,28.181,29.195,0.381,0.402
AUS,Oceania,Australia,2021-01-05,0.737,39.262,893.514,4949,28536,19,22.143,909,0,0,1106.552,0.859,35.249,0,0,GBR,Europe,United Kingdom,2777606,60944,55966,76365,874,677.286,40723.113,893.514,820.53,1119.605,12.814,9.93,JPN,Asia,Japan,253534,4949,3741.143,3756,76,53.143,2011.364,29.68,29.798,0.603,0.422
AUS,Oceania,Australia,2021-01-06,0.388,47.989,914.128,6049,28546,10,20.143,909,0,0,1106.94,0.781,35.249,0,0,GBR,Europe,United Kingdom,2839956,62350,57724.286,77409,1044,686.286,41637.24,914.128,846.309,1134.911,15.306,10.062,JPN,Asia,Japan,259583,6049,4052.286,3821,65,54,2059.352,32.148,30.313,0.516,0.428
AUS,Oceania,Australia,2021-01-07,0.969,60.626,771.84,7642,28571,25,20.857,909,0,0,1107.909,0.809,35.249,0,0,GBR,Europe,United Kingdom,2892601,52645,57258.714,78575,1166,715.143,42409.081,771.84,839.483,1152.006,17.095,10.485,JPN,Asia,Japan,267225,7642,4496.571,3885,64,56.143,2119.979,35.673,30.821,0.508,0.445
AUS,Oceania,Australia,2021-01-08,0.427,63.125,997.99,7957,28582,11,17.429,909,0,0,1108.336,0.676,35.249,0,0,GBR,Europe,United Kingdom,2960671,68070,59367,79902,1327,817,43407.07,997.99,870.393,1171.461,19.455,11.978,JPN,Asia,Japan,275182,7957,5168.143,3963,78,60.286,2183.104,41,31.44,0.619,0.478
AUS,Oceania,Australia,2021-01-09,0.504,62.308,878.955,7854,28595,13,15.857,909,0,0,1108.84,0.615,35.249,0,0,GBR,Europe,United Kingdom,3020622,59951,59681.714,80940,1038,901.429,44286.026,878.955,875.007,1186.68,15.218,13.216,JPN,Asia,Japan,283036,7854,5851.429,4022,59,64.286,2245.412,46.421,31.908,0.468,0.51
AUS,Oceania,Australia,2021-01-10,0.737,48.457,805.649,6108,28614,19,15.714,909,0,0,1109.577,0.609,35.249,0,0,GBR,Europe,United Kingdom,3075573,54951,59673.143,81504,564,917.143,45091.675,805.649,874.882,1194.949,8.269,13.446,JPN,Asia,Japan,289144,6108,6271.714,4067,45,62.143,2293.869,49.755,32.265,0.357,0.493
AUS,Oceania,Australia,2021-01-11,0.776,38.921,677.554,4906,28634,20,16.714,909,0,0,1110.352,0.648,35.249,0,0,GBR,Europe,United Kingdom,3121787,46214,57875,82033,529,934.571,45769.229,677.554,848.519,1202.704,7.756,13.702,JPN,Asia,Japan,294050,4906,6495,4115,48,62.143,2332.79,51.527,32.646,0.381,0.493
AUS,Oceania,Australia,2021-01-12,0.62,36.469,667.848,4597,28650,16,16.286,909,0,0,1110.973,0.632,35.249,0,0,GBR,Europe,United Kingdom,3167339,45552,55676.143,83276,1243,987.286,46437.077,667.848,816.281,1220.928,18.224,14.475,JPN,Asia,Japan,298647,4597,6444.714,4179,64,60.429,2369.259,51.128,33.153,0.508,0.479
AUS,Oceania,Australia,2021-01-13,0.388,46.941,696.995,5917,28660,10,16.286,909,0,0,1111.36,0.632,35.249,0,0,GBR,Europe,United Kingdom,3214879,47540,53560.429,84842,1566,1061.857,47134.072,696.995,785.262,1243.888,22.959,15.568,JPN,Asia,Japan,304564,5917,6425.857,4276,97,65,2416.201,50.978,33.923,0.77,0.516
AUS,Oceania,Australia,2021-01-14,0.349,52.804,713.884,6656,28669,9,14,909,0,0,1111.709,0.543,35.249,0,0,GBR,Europe,United Kingdom,3263571,48692,52995.714,86090,1248,1073.571,47847.956,713.884,776.982,1262.185,18.297,15.74,JPN,Asia,Japan,311220,6656,6285,4342,66,65.286,2469.005,49.861,34.446,0.524,0.518
AUS,Oceania,Australia,2021-01-15,0.776,56.906,817.774,7173,28689,20,15.286,909,0,0,1112.485,0.593,35.249,0,0,GBR,Europe,United Kingdom,3319349,55778,51239.714,87371,1281,1067,48665.73,817.774,751.237,1280.966,18.781,15.644,JPN,Asia,Japan,318393,7173,6173,4420,78,65.286,2525.91,48.972,35.065,0.619,0.518
AUS,Oceania,Australia,2021-01-16,0.737,55.866,606.3,7042,28708,19,16.143,909,0,0,1113.222,0.626,35.249,0,0,GBR,Europe,United Kingdom,3360703,41354,48583,88666,1295,1103.714,49272.03,606.3,712.286,1299.952,18.986,16.182,JPN,Asia,Japan,325435,7042,6057,4476,56,64.857,2581.777,48.052,35.509,0.444,0.515
AUS,Oceania,Australia,2021-01-17,0.504,45.696,566.055,5760,28721,13,15.286,909,0,0,1113.726,0.593,35.249,0,0,GBR,Europe,United Kingdom,3399312,38609,46248.429,89339,673,1119.286,49838.086,566.055,678.059,1309.819,9.867,16.41,JPN,Asia,Japan,331195,5760,6007.286,4525,49,65.429,2627.472,47.658,35.898,0.389,0.519
AUS,Oceania,Australia,2021-01-18,0.388,39.167,550.412,4937,28731,10,13.857,909,0,0,1114.113,0.537,35.249,0,0,GBR,Europe,United Kingdom,3436854,37542,45009.571,89938,599,1129.286,50388.498,550.412,659.896,1318.601,8.782,16.557,JPN,Asia,Japan,336132,4937,6011.714,4583,58,66.857,2666.639,47.693,36.358,0.46,0.53
AUS,Oceania,Australia,2021-01-19,0.349,42.324,489.099,5335,28740,9,12.857,909,0,0,1114.462,0.499,35.249,0,0,GBR,Europe,United Kingdom,3470214,33360,43267.857,91548,1610,1181.714,50877.596,489.099,634.36,1342.206,23.605,17.325,JPN,Asia,Japan,341467,5335,6117.143,4687,104,72.571,2708.963,48.529,37.183,0.825,0.576
AUS,Oceania,Australia,2021-01-20,0.349,44.125,570.527,5562,28749,9,12.714,909,0,0,1114.811,0.493,35.249,0,0,GBR,Europe,United Kingdom,3509128,38914,42035.571,93368,1820,1218,51448.123,570.527,616.293,1368.889,26.683,17.857,JPN,Asia,Japan,347029,5562,6066.429,4779,92,71.857,2753.089,48.127,37.913,0.73,0.57
AUS,Oceania,Australia,2021-01-21,0.233,44.934,555.734,5664,28755,6,12.286,909,0,0,1115.044,0.476,35.249,0,0,GBR,Europe,United Kingdom,3547033,37905,40494.571,94658,1290,1224,52003.857,555.734,593.7,1387.802,18.913,17.945,JPN,Asia,Japan,352693,5664,5924.714,4873,94,75.857,2798.023,47.003,38.659,0.746,0.602
AUS,Oceania,Australia,2021-01-22,0.194,40.119,590.466,5057,28760,5,10.143,909,0,0,1115.238,0.393,35.249,0,0,GBR,Europe,United Kingdom,3587307,40274,38279.714,96059,1401,1241.143,52594.323,590.466,561.228,1408.343,20.54,18.197,JPN,Asia,Japan,357750,5057,5622.429,4981,108,80.143,2838.142,44.604,39.516,0.857,0.636
AUS,Oceania,Australia,2021-01-23,0.233,37.493,492.001,4726,28766,6,8.286,909,0,0,1115.471,0.321,35.249,0,0,GBR,Europe,United Kingdom,3620865,33558,37166,97407,1348,1248.714,53086.325,492.001,544.899,1428.106,19.763,18.308,JPN,Asia,Japan,362476,4726,5291.571,5064,83,84,2875.634,41.98,40.174,0.658,0.666
AUS,Oceania,Australia,2021-01-24,0.427,31.654,440.203,3990,28777,11,8,909,0,0,1115.897,0.31,35.249,0,0,GBR,Europe,United Kingdom,3650890,30025,35939.714,98018,611,1239.857,53526.528,440.203,526.92,1437.064,8.958,18.178,JPN,Asia,Japan,366466,3990,5038.714,5120,56,85,2907.288,39.974,40.619,0.444,0.674
AUS,Oceania,Australia,2021-01-25,0.116,21.92,325.553,2763,28780,3,7,909,0,0,1116.014,0.271,35.249,0,0,GBR,Europe,United Kingdom,3673095,22205,33748.714,98610,592,1238.857,53852.081,325.553,494.798,1445.744,8.679,18.163,JPN,Asia,Japan,369229,2763,4728.143,5194,74,87.286,2929.208,37.51,41.206,0.587,0.692
AUS,Oceania,Australia,2021-01-26,0.233,30.567,295.16,3853,28786,6,6.571,909,0,0,1116.246,0.255,35.249,0,0,GBR,Europe,United Kingdom,3693227,20132,31859,100241,1631,1241.857,54147.24,295.16,467.092,1469.656,23.912,18.207,JPN,Asia,Japan,373082,3853,4516.429,5298,104,87.286,2959.775,35.83,42.031,0.825,0.692
AUS,Oceania,Australia,2021-01-27,0.31,31.527,371.237,3974,28794,8,6.429,909,0,0,1116.556,0.249,35.249,0,0,GBR,Europe,United Kingdom,3718548,25321,29917.143,101966,1725,1228.286,54518.477,371.237,438.622,1494.947,25.291,18.008,JPN,Asia,Japan,377056,3974,4289.571,5388,90,87,2991.302,34.03,42.745,0.714,0.69
AUS,Oceania,Australia,2021-01-28,0.194,32.773,420.88,4131,28799,5,6.286,909,0,0,1116.75,0.244,35.249,0,0,GBR,Europe,United Kingdom,3747255,28707,28603.143,103205,1239,1221,54939.357,420.88,419.357,1513.112,18.165,17.901,JPN,Asia,Japan,381187,4131,4070.571,5501,113,89.714,3024.075,32.293,43.641,0.896,0.712
AUS,Oceania,Australia,2021-01-29,0.271,28.068,426.744,3538,28806,7,6.571,909,0,0,1117.022,0.255,35.249,0,0,GBR,Europe,United Kingdom,3776362,29107,27007.857,104451,1246,1198.857,55366.102,426.744,395.968,1531.38,18.268,17.577,JPN,Asia,Japan,384725,3538,3853.571,5597,96,88,3052.143,30.572,44.403,0.762,0.698
AUS,Oceania,Australia,2021-01-30,0.194,26.513,341.827,3342,28811,5,6.429,909,0,0,1117.216,0.249,35.249,0,0,GBR,Europe,United Kingdom,3799677,23315,25544.571,105652,1201,1177.857,55707.928,341.827,374.515,1548.988,17.608,17.269,JPN,Asia,Japan,388067,3342,3655.857,5688,91,89.143,3078.656,29.003,45.125,0.722,0.707
AUS,Oceania,Australia,2021-01-31,0.271,21.206,309.85,2673,28818,7,5.857,909,0,0,1117.487,0.227,35.249,0,0,GBR,Europe,United Kingdom,3820811,21134,24274.429,106240,588,1174.571,56017.778,309.85,355.893,1557.609,8.621,17.221,JPN,Asia,Japan,390740,2673,3467.714,5753,65,90.429,3099.861,27.51,45.64,0.516,0.717
AUS,Oceania,Australia,2021-02-01,0.194,14.224,273.593,1793,28823,5,6.143,909,0,0,1117.681,0.238,35.249,0,0,GBR,Europe,United Kingdom,3839472,18661,23768.143,106646,406,1148,56291.372,273.593,348.47,1563.561,5.952,16.831,JPN,Asia,Japan,392533,1793,3329.143,5833,80,91.286,3114.086,26.411,46.275,0.635,0.724
AUS,Oceania,Australia,2021-02-02,0.233,18.437,247.584,2324,28829,6,6.143,909,0,0,1117.914,0.238,35.249,0,0,GBR,Europe,United Kingdom,3856359,16887,23304.571,108095,1449,1122,56538.956,247.584,341.674,1584.805,21.244,16.45,JPN,Asia,Japan,394857,2324,3110.714,5952,119,93.429,3132.523,24.678,47.219,0.944,0.741
AUS,Oceania,Australia,2021-02-03,0.349,20.896,282.053,2634,28838,9,6.286,909,0,0,1118.263,0.244,35.249,0,0,GBR,Europe,United Kingdom,3875597,19238,22435.571,109417,1322,1064.429,56821.008,282.053,328.933,1604.188,19.382,15.606,JPN,Asia,Japan,397491,2634,2919.286,6072,120,97.714,3153.419,23.16,48.171,0.952,0.775
AUS,Oceania,Australia,2021-02-04,0.155,20.452,303.077,2578,28842,4,6.143,909,0,0,1118.418,0.238,35.249,0,0,GBR,Europe,United Kingdom,3896269,20672,21287.714,110333,916,1018.286,57124.085,303.077,312.104,1617.617,13.43,14.929,JPN,Asia,Japan,400069,2578,2697.429,6176,104,96.429,3173.871,21.4,48.996,0.825,0.765
AUS,Oceania,Australia,2021-02-05,0.233,18.802,280.689,2370,28848,6,6,909,0,0,1118.65,0.233,35.249,0,0,GBR,Europe,United Kingdom,3915414,19145,19864.571,111347,1014,985.143,57404.775,280.689,291.239,1632.484,14.866,14.443,JPN,Asia,Japan,402439,2370,2530.571,6282,106,97.857,3192.673,20.076,49.837,0.841,0.776
AUS,Oceania,Australia,2021-02-06,0.116,18.064,267.993,2277,28851,3,5.714,909,0,0,1118.767,0.222,35.249,0,0,GBR,Europe,United Kingdom,3933693,18279,19145.143,112175,828,931.857,57672.767,267.993,280.691,1644.623,12.139,13.662,JPN,Asia,Japan,404716,2277,2378.429,6376,94,98.286,3210.737,18.869,50.583,0.746,0.78
AUS,Oceania,Australia,2021-02-07,0.233,12.931,232.659,1630,28857,6,5.571,909,0,0,1118.999,0.216,35.249,0,0,GBR,Europe,United Kingdom,3949562,15869,18393,112548,373,901.143,57905.426,232.659,269.664,1650.092,5.469,13.212,JPN,Asia,Japan,406346,1630,2229.429,6428,52,96.429,3223.669,17.687,50.995,0.413,0.765
AUS,Oceania,Australia,2021-02-08,0.116,9.655,206.943,1217,28860,3,5.286,909,0,0,1119.116,0.205,35.249,0,0,GBR,Europe,United Kingdom,3963677,14115,17743.571,112881,333,890.714,58112.369,206.943,260.143,1654.974,4.882,13.059,JPN,Asia,Japan,407563,1217,2147.143,6511,83,96.857,3233.323,17.034,51.654,0.658,0.768
AUS,Oceania,Australia,2021-02-09,0.427,12.439,181.594,1568,28871,11,6,909,0,0,1119.542,0.233,35.249,0,0,GBR,Europe,United Kingdom,3976063,12386,17100.571,113933,1052,834,58293.963,181.594,250.715,1670.398,15.424,12.227,JPN,Asia,Japan,409131,1568,2039.143,6605,94,93.286,3245.763,16.177,52.4,0.746,0.74
AUS,Oceania,Australia,2021-02-10,0.31,14.962,191.036,1886,28879,8,5.857,909,0,0,1119.853,0.227,35.249,0,0,GBR,Europe,United Kingdom,3989093,13030,16213.714,114934,1001,788.143,58484.999,191.036,237.713,1685.073,14.676,11.555,JPN,Asia,Japan,411017,1886,1932.286,6726,121,93.429,3260.725,15.329,53.359,0.96,0.741
AUS,Oceania,Australia,2021-02-11,0.31,13.407,198.044,1690,28887,8,6.429,909,0,0,1120.163,0.249,35.249,0,0,GBR,Europe,United Kingdom,4002601,13508,15190.286,115612,678,754.143,58683.043,198.044,222.708,1695.014,9.94,11.057,JPN,Asia,Japan,412707,1690,1805.429,6804,78,89.714,3274.132,14.323,53.978,0.619,0.712
AUS,Oceania,Australia,2021-02-12,0.194,10.313,222.206,1300,28892,5,6.286,909,0,0,1120.357,0.244,35.249,0,0,GBR,Europe,United Kingdom,4017757,15156,14620.429,116370,758,717.571,58905.249,222.206,214.353,1706.127,11.113,10.52,JPN,Asia,Japan,414007,1300,1652.571,6867,63,83.571,3284.446,13.11,54.478,0.5,0.663
AUS,Oceania,Australia,2021-02-13,0.233,10.789,195.302,1360,28898,6,6.714,909,0,0,1120.589,0.26,35.249,0,0,GBR,Europe,United Kingdom,4031078,13321,13912.143,116991,621,688,59100.551,195.302,203.969,1715.232,9.105,10.087,JPN,Asia,Japan,415367,1360,1521.571,6932,65,79.429,3295.235,12.071,54.994,0.516,0.63
AUS,Oceania,Australia,2021-02-14,0.078,10.805,161.054,1362,28900,2,6.143,909,0,0,1120.667,0.238,35.249,0,0,GBR,Europe,United Kingdom,4042063,10985,13214.429,117250,259,671.714,59261.604,161.054,193.74,1719.029,3.797,9.848,JPN,Asia,Japan,416729,1362,1483.286,6970,38,77.429,3306.04,11.767,55.295,0.301,0.614
AUS,Oceania,Australia,2021-02-15,0.194,7.656,143.313,965,28905,5,6.429,909,0,0,1120.861,0.249,35.249,0,0,GBR,Europe,United Kingdom,4051838,9775,12594.429,117480,230,657,59404.918,143.313,184.65,1722.401,3.372,9.632,JPN,Asia,Japan,417694,965,1447.286,7043,73,76,3313.696,11.482,55.874,0.579,0.603
AUS,Oceania,Australia,2021-02-16,0.233,10.377,155.878,1308,28911,6,5.714,909,0,0,1121.093,0.222,35.249,0,0,GBR,Europe,United Kingdom,4062470,10632,12343.857,118279,799,620.857,59560.796,155.878,180.976,1734.115,11.714,9.103,JPN,Asia,Japan,419002,1308,1410.143,7144,101,77,3324.073,11.187,56.676,0.801,0.611
AUS,Oceania,Australia,2021-02-17,0.039,11.487,186.505,1448,28912,1,4.714,909,0,0,1121.132,0.183,35.249,0,0,GBR,Europe,United Kingdom,4075191,12721,12299.714,119018,739,583.429,59747.301,186.505,180.329,1744.95,10.835,8.554,JPN,Asia,Japan,420450,1448,1347.571,7223,79,71,3335.56,10.691,57.302,0.627,0.563
AUS,Oceania,Australia,2021-02-18,0.233,12.186,176.829,1536,28918,6,4.429,909,0,0,1121.365,0.172,35.249,0,0,GBR,Europe,United Kingdom,4087252,12061,12093,119472,454,551.429,59924.13,176.829,177.298,1751.606,6.656,8.085,JPN,Asia,Japan,421986,1536,1325.571,7299,76,70.714,3347.746,10.516,57.905,0.603,0.561
AUS,Oceania,Australia,2021-02-19,0.078,10.321,176.389,1301,28920,2,4,909,0,0,1121.442,0.155,35.249,0,0,GBR,Europe,United Kingdom,4099283,12031,11646.571,120005,533,519.286,60100.52,176.389,170.753,1759.421,7.814,7.613,JPN,Asia,Japan,423287,1301,1325.714,7365,66,71.143,3358.067,10.517,58.429,0.524,0.564
AUS,Oceania,Australia,2021-02-20,0.233,9.782,152.638,1233,28926,6,4,909,0,0,1121.675,0.155,35.249,0,0,GBR,Europe,United Kingdom,4109694,10411,11230.857,120450,445,494.143,60253.158,152.638,164.658,1765.945,6.524,7.245,JPN,Asia,Japan,424520,1233,1307.571,7443,78,73,3367.849,10.373,59.048,0.619,0.579
AUS,Oceania,Australia,2021-02-21,0.155,8.187,144.237,1032,28930,4,4.286,909,0,0,1121.83,0.166,35.249,0,0,GBR,Europe,United Kingdom,4119532,9838,11067,120665,215,487.857,60397.395,144.237,162.256,1769.097,3.152,7.153,JPN,Asia,Japan,425552,1032,1260.429,7493,50,74.714,3376.036,9.999,59.444,0.397,0.593
AUS,Oceania,Australia,2021-02-22,0.271,5.871,156.025,740,28937,7,4.571,909,0,0,1122.102,0.177,35.249,0,0,GBR,Europe,United Kingdom,4130174,10642,11190.857,120842,177,480.286,60553.42,156.025,164.072,1771.692,2.595,7.042,JPN,Asia,Japan,426292,740,1228.286,7549,56,72.286,3381.906,9.744,59.889,0.444,0.573
AUS,Oceania,Australia,2021-02-23,0.078,8.576,124.518,1081,28939,2,4,909,0,0,1122.179,0.155,35.249,0,0,GBR,Europe,United Kingdom,4138667,8493,10885.286,121390,548,444.429,60677.937,124.518,159.592,1779.726,8.034,6.516,JPN,Asia,Japan,427373,1081,1195.857,7603,54,65.571,3390.482,9.487,60.317,0.428,0.52
