iso_code,continent,location,date,new_cases_per_million,new_cases_per_million_j,new_cases_per_million_uk,new_cases_j,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,iso_code_uk,continent_uk,location_uk,total_cases_uk,new_cases_uk,new_cases_smoothed_uk,total_deaths_uk,new_deaths_uk,new_deaths_smoothed_uk,total_cases_per_million_uk,new_cases_per_million_uk,new_cases_smoothed_per_million_uk,total_deaths_per_million_uk,new_deaths_per_million_uk,new_deaths_smoothed_per_million_uk,iso_code_j,continent_j,location_j,total_cases_j,new_cases_j,new_cases_smoothed_j,total_deaths_j,new_deaths_j,new_deaths_smoothed_j,total_cases_per_million_j,new_cases_smoothed_per_million_j,total_deaths_per_million_j,new_deaths_per_million_j,new_deaths_smoothed_per_million_j
AUS,Oceania,Australia,2021-05-01,0.504,47.465,27.959,5983,29824,13,23,910,0,0,1156.497,0.892,35.287,0,0,GBR,Europe,United Kingdom,4422584,1907,2194.429,127610,7,15.286,64840.509,27.959,32.173,1870.919,0.103,0.224,JPN,Asia,Japan,598754,5983,5033.857,10326,83,57.143,4750.101,39.935,81.919,0.658,0.453
AUS,Oceania,Australia,2021-05-02,0.543,46.727,24.499,5890,29838,14,22.571,910,0,0,1157.04,0.875,35.287,0,0,GBR,Europe,United Kingdom,4424255,1671,2188.571,127624,14,15.714,64865.008,24.499,32.087,1871.124,0.205,0.23,JPN,Asia,Japan,604644,5890,5218.286,10387,61,58.571,4796.828,41.398,82.403,0.484,0.465
AUS,Oceania,Australia,2021-05-03,0.465,35.414,24.176,4464,29850,12,19,910,0,0,1157.505,0.737,35.287,0,0,GBR,Europe,United Kingdom,4425904,1649,2129.286,127625,1,15,64889.184,24.176,31.218,1871.139,0.015,0.22,JPN,Asia,Japan,609108,4464,5382.571,10436,49,60.571,4832.242,42.702,82.792,0.389,0.481
AUS,Oceania,Australia,2021-05-04,0.582,33.241,28.531,4190,29865,15,16.429,910,0,0,1158.087,0.637,35.287,0,0,GBR,Europe,United Kingdom,4427850,1946,2023.571,127629,4,13.143,64917.715,28.531,29.668,1871.198,0.059,0.193,JPN,Asia,Japan,613298,4190,5272.429,10486,50,58.714,4865.483,41.828,83.189,0.397,0.466
AUS,Oceania,Australia,2021-05-05,0.737,32.209,31.434,4060,29884,19,15.857,910,0,0,1158.824,0.615,35.287,0,0,GBR,Europe,United Kingdom,4429994,2144,2020.429,127656,27,12.857,64949.149,31.434,29.622,1871.594,0.396,0.189,JPN,Asia,Japan,617358,4060,5026.286,10546,60,60,4897.692,39.875,83.665,0.476,0.476
AUS,Oceania,Australia,2021-05-06,0.349,34.669,38.31,4370,29893,9,13.571,910,0,0,1159.173,0.526,35.287,0,0,GBR,Europe,United Kingdom,4432607,2613,2044.429,127669,13,11.571,64987.459,38.31,29.974,1871.784,0.191,0.17,JPN,Asia,Japan,621728,4370,4805.857,10611,65,58.143,4932.361,38.126,84.18,0.516,0.461
AUS,Oceania,Australia,2021-05-07,0.504,47.997,36.506,6050,29906,13,13.571,910,0,0,1159.677,0.526,35.287,0,0,GBR,Europe,United Kingdom,4435097,2490,2060,127684,15,11.571,65023.965,36.506,30.202,1872.004,0.22,0.17,JPN,Asia,Japan,627778,6050,5001,10759,148,73.714,4980.357,39.674,85.354,1.174,0.585
AUS,Oceania,Australia,2021-05-08,0.62,57.421,30.012,7238,29922,16,14,910,0,0,1160.297,0.543,35.287,0,0,GBR,Europe,United Kingdom,4437144,2047,2080,127689,5,11.286,65053.977,30.012,30.495,1872.077,0.073,0.165,JPN,Asia,Japan,635016,7238,5180.286,10845,86,74.143,5037.779,41.097,86.037,0.682,0.588
AUS,Oceania,Australia,2021-05-09,0.349,51.44,25.965,6484,29931,9,13.286,910,0,0,1160.646,0.515,35.287,0,0,GBR,Europe,United Kingdom,4438915,1771,2094.286,127691,2,9.571,65079.942,25.965,30.705,1872.107,0.029,0.14,JPN,Asia,Japan,641500,6484,5265.143,10910,65,74.714,5089.218,41.77,86.552,0.516,0.593
AUS,Oceania,Australia,2021-05-10,0.271,39.191,34.557,4940,29938,7,12.571,910,0,0,1160.918,0.487,35.287,0,0,GBR,Europe,United Kingdom,4441272,2357,2195.429,127695,4,10,65114.498,34.557,32.188,1872.165,0.059,0.147,JPN,Asia,Japan,646440,4940,5333.143,10981,71,77.857,5128.409,42.309,87.116,0.563,0.618
AUS,Oceania,Australia,2021-05-11,0.31,49.464,36.272,6235,29946,8,11.571,910,0,0,1161.228,0.449,35.287,0,0,GBR,Europe,United Kingdom,4443746,2474,2270.857,127715,20,12.286,65150.77,36.272,33.294,1872.459,0.293,0.18,JPN,Asia,Japan,652675,6235,5625.286,11094,113,86.857,5177.873,44.627,88.012,0.896,0.689
AUS,Oceania,Australia,2021-05-12,0.349,55.938,33.501,7051,29955,9,10.143,910,0,0,1161.577,0.393,35.287,0,0,GBR,Europe,United Kingdom,4446031,2285,2291,127726,11,10,65184.271,33.501,33.589,1872.62,0.161,0.147,JPN,Asia,Japan,659726,7051,6052.571,11200,106,93.429,5233.811,48.017,88.853,0.841,0.741
AUS,Oceania,Australia,2021-05-13,0.078,54.534,38.94,6874,29957,2,9.143,910,0,0,1161.655,0.355,35.287,0,0,GBR,Europe,United Kingdom,4448687,2656,2297.143,127737,11,9.714,65223.211,38.94,33.679,1872.781,0.161,0.142,JPN,Asia,Japan,666600,6874,6410.286,11301,101,98.571,5288.344,50.855,89.654,0.801,0.782
AUS,Oceania,Australia,2021-05-14,0.271,49.678,32.152,6262,29964,7,8.286,910,0,0,1161.926,0.321,35.287,0,0,GBR,Europe,United Kingdom,4450880,2193,2254.714,127754,17,10,65255.363,32.152,33.057,1873.03,0.249,0.147,JPN,Asia,Japan,672862,6262,6440.571,11382,81,89,5338.023,51.095,90.297,0.643,0.706
AUS,Oceania,Australia,2021-05-15,0.427,50.908,29.718,6417,29975,11,7.571,910,0,0,1162.353,0.294,35.287,0,0,GBR,Europe,United Kingdom,4452907,2027,2251.857,127761,7,10.286,65285.082,29.718,33.015,1873.133,0.103,0.151,JPN,Asia,Japan,679279,6417,6323.286,11476,94,90.143,5388.931,50.165,91.043,0.746,0.715
AUS,Oceania,Australia,2021-05-16,0.116,41.697,28.252,5256,29978,3,6.714,910,0,0,1162.469,0.26,35.287,0,0,GBR,Europe,United Kingdom,4454834,1927,2274.143,127765,4,10.571,65313.334,28.252,33.342,1873.192,0.059,0.155,JPN,Asia,Japan,684535,5256,6147.857,11523,47,87.571,5430.628,48.773,91.416,0.373,0.695
AUS,Oceania,Australia,2021-05-17,0.194,29.171,29.015,3677,29983,5,6.429,910,0,0,1162.663,0.249,35.287,0,0,GBR,Europe,United Kingdom,4456813,1979,2220.143,127770,5,10.714,65342.348,29.015,32.55,1873.265,0.073,0.157,JPN,Asia,Japan,688212,3677,5967.429,11645,122,94.857,5459.799,47.341,92.383,0.968,0.753
AUS,Oceania,Australia,2021-05-19,0.116,45.942,31.302,5791,29995,3,5.714,910,0,0,1163.128,0.222,35.287,0,0,GBR,Europe,United Kingdom,4456584,2135,1845.286,127780,3,7.714,65338.991,31.302,27.054,1873.412,0.044,0.113,JPN,Asia,Japan,699227,5791,5643,11958,97,108.286,5547.184,44.768,94.867,0.77,0.859
AUS,Oceania,Australia,2021-05-20,0.155,45.315,39.497,5712,29999,4,6,910,0,0,1163.283,0.233,35.287,0,0,GBR,Europe,United Kingdom,4459278,2694,1850.714,127787,7,7.143,65378.488,39.497,27.134,1873.514,0.103,0.105,JPN,Asia,Japan,704939,5712,5477,12063,105,108.857,5592.499,43.451,95.7,0.833,0.864
AUS,Oceania,Australia,2021-05-21,0.155,41.61,39.629,5245,30003,4,5.571,910,0,0,1163.438,0.216,35.287,0,0,GBR,Europe,United Kingdom,4461981,2703,1923.571,127796,9,6,65418.118,39.629,28.202,1873.646,0.132,0.088,JPN,Asia,Japan,710184,5245,5331.714,12175,112,113.286,5634.11,42.298,96.588,0.889,0.899
AUS,Oceania,Australia,2021-05-22,0.155,39.944,36.99,5035,30007,4,4.571,910,0,0,1163.593,0.177,35.287,0,0,GBR,Europe,United Kingdom,4464504,2523,1994.429,127802,6,5.857,65455.108,36.99,29.241,1873.734,0.088,0.086,JPN,Asia,Japan,715219,5035,5134.286,12258,83,111.714,5674.054,40.732,97.247,0.658,0.886
AUS,Oceania,Australia,2021-05-23,0.465,32.043,30.701,4039,30019,12,5.857,910,0,0,1164.059,0.227,35.287,0,0,GBR,Europe,United Kingdom,4466598,2094,2018.286,127807,5,6,65485.808,30.701,29.591,1873.807,0.073,0.088,JPN,Asia,Japan,719258,4039,4960.429,12320,62,113.857,5706.096,39.353,97.738,0.492,0.903
AUS,Oceania,Australia,2021-05-24,0.388,21.507,34.659,2711,30029,10,6.571,910,0,0,1164.447,0.255,35.287,0,0,GBR,Europe,United Kingdom,4468962,2364,2073.286,127810,3,5.714,65520.468,34.659,30.397,1873.851,0.044,0.084,JPN,Asia,Japan,721969,2711,4822.429,12405,85,108.571,5727.604,38.258,98.413,0.674,0.861
AUS,Oceania,Australia,2021-05-25,0.659,30.876,35.348,3892,30046,17,7.714,910,0,0,1165.106,0.299,35.287,0,0,GBR,Europe,United Kingdom,4471373,2411,2417.714,127825,15,6.857,65555.816,35.348,35.447,1874.071,0.22,0.101,JPN,Asia,Japan,725861,3892,4632.143,12509,104,92.571,5758.48,36.748,99.238,0.825,0.734
AUS,Oceania,Australia,2021-05-26,0.659,35.962,43.793,4533,30063,17,9.714,910,0,0,1165.765,0.377,35.287,0,0,GBR,Europe,United Kingdom,4474360,2987,2539.429,127834,9,7.714,65599.609,43.793,37.231,1874.203,0.132,0.113,JPN,Asia,Japan,730394,4533,4452.429,12625,116,95.286,5794.442,35.322,100.158,0.92,0.756
AUS,Oceania,Australia,2021-05-27,0.427,32.78,49.555,4132,30074,11,10.714,910,0,0,1166.192,0.415,35.287,0,0,GBR,Europe,United Kingdom,4477740,3380,2637.429,127844,10,8.143,65649.164,49.555,38.668,1874.35,0.147,0.119,JPN,Asia,Japan,734526,4132,4226.714,12744,119,97.286,5827.222,33.532,101.102,0.944,0.772
AUS,Oceania,Australia,2021-05-28,0.349,29.377,59.055,3703,30083,9,11.429,910,0,0,1166.541,0.443,35.287,0,0,GBR,Europe,United Kingdom,4481768,4028,2826.714,127854,10,8.286,65708.219,59.055,41.443,1874.497,0.147,0.121,JPN,Asia,Japan,738229,3703,4006.429,12839,95,94.857,5856.599,31.784,101.856,0.754,0.753
AUS,Oceania,Australia,2021-05-29,0.504,28.504,47.502,3593,30096,13,12.714,910,0,0,1167.045,0.493,35.287,0,0,GBR,Europe,United Kingdom,4485008,3240,2929.143,127861,7,8.429,65755.722,47.502,42.945,1874.599,0.103,0.124,JPN,Asia,Japan,741822,3593,3800.429,12930,91,96,5885.104,30.15,102.578,0.722,0.762
AUS,Oceania,Australia,2021-05-30,0.349,22.8,45.611,2874,30105,9,12.286,910,0,0,1167.394,0.476,35.287,0,0,GBR,Europe,United Kingdom,4488119,3111,3074.429,127867,6,8.571,65801.333,45.611,45.075,1874.687,0.088,0.126,JPN,Asia,Japan,744696,2874,3634,12979,49,94.143,5907.904,28.83,102.966,0.389,0.747
AUS,Oceania,Australia,2021-05-31,0.504,14.209,48.147,1791,30118,13,12.714,910,0,0,1167.898,0.493,35.287,0,0,GBR,Europe,United Kingdom,4491403,3284,3205.857,127868,1,8.286,65849.48,48.147,47.002,1874.702,0.015,0.121,JPN,Asia,Japan,746487,1791,3502.571,13059,80,93.429,5922.113,27.787,103.601,0.635,0.741
AUS,Oceania,Australia,2021-06-01,0.233,20.936,45.435,2639,30124,6,11.143,910,0,0,1168.13,0.432,35.287,0,0,GBR,Europe,United Kingdom,4494502,3099,3304.143,127868,0,6.143,65894.915,45.435,48.443,1874.702,0,0.09,JPN,Asia,Japan,749126,2639,3323.571,13160,101,93,5943.049,26.367,104.402,0.801,0.738
AUS,Oceania,Australia,2021-06-02,0.504,24.07,62.471,3034,30137,13,10.571,910,0,0,1168.634,0.41,35.287,0,0,GBR,Europe,United Kingdom,4498763,4261,3486.143,127880,12,6.571,65957.387,62.471,51.111,1874.878,0.176,0.096,JPN,Asia,Japan,752160,3034,3109.429,13273,113,92.571,5967.118,24.668,105.299,0.896,0.734
AUS,Oceania,Australia,2021-06-03,0.155,22.459,75.93,2831,30141,4,9.571,910,0,0,1168.79,0.371,35.287,0,0,GBR,Europe,United Kingdom,4503942,5179,3743.143,127898,18,7.714,66033.317,75.93,54.879,1875.142,0.264,0.113,JPN,Asia,Japan,754991,2831,2923.571,13384,111,91.429,5989.577,23.194,106.179,0.881,0.725
AUS,Oceania,Australia,2021-06-04,0.62,20.563,90.02,2592,30157,16,10.571,910,0,0,1169.41,0.41,35.287,0,0,GBR,Europe,United Kingdom,4510082,6140,4044.857,127909,11,7.857,66123.337,90.02,59.303,1875.303,0.161,0.115,JPN,Asia,Japan,757583,2592,2764.857,13470,86,90.143,6010.141,21.934,106.862,0.682,0.715
AUS,Oceania,Australia,2021-06-05,0.62,21.023,82.851,2650,30173,16,11,910,0,0,1170.03,0.427,35.287,0,0,GBR,Europe,United Kingdom,4515733,5651,4389.286,127922,13,8.714,66206.188,82.851,64.352,1875.494,0.191,0.128,JPN,Asia,Japan,760233,2650,2630.143,13534,64,86.286,6031.164,20.866,107.369,0.508,0.685
AUS,Oceania,Australia,2021-06-06,0.698,16.025,76.59,2020,30191,18,12.286,910,0,0,1170.728,0.476,35.287,0,0,GBR,Europe,United Kingdom,4520957,5224,4691.143,127926,4,8.429,66282.778,76.59,68.778,1875.552,0.059,0.124,JPN,Asia,Japan,762253,2020,2508.143,13584,50,86.429,6047.189,19.898,107.766,0.397,0.686
AUS,Oceania,Australia,2021-06-07,0.543,10.155,81.912,1280,30205,14,12.429,910,0,0,1171.271,0.482,35.287,0,0,GBR,Europe,United Kingdom,4526544,5587,5020.143,127927,1,8.429,66364.69,81.912,73.601,1875.567,0.015,0.124,JPN,Asia,Japan,763533,1280,2435.143,13659,75,85.714,6057.344,19.319,108.361,0.595,0.68
AUS,Oceania,Australia,2021-06-08,0.194,14.923,87.557,1881,30210,5,12.286,910,0,0,1171.465,0.476,35.287,0,0,GBR,Europe,United Kingdom,4532516,5972,5430.571,127940,13,10.286,66452.247,87.557,79.619,1875.757,0.191,0.151,JPN,Asia,Japan,765414,1881,2326.857,13758,99,85.429,6072.266,18.46,109.146,0.785,0.678
AUS,Oceania,Australia,2021-06-09,0.582,17.755,107.262,2238,30225,15,12.571,910,0,0,1172.047,0.487,35.287,0,0,GBR,Europe,United Kingdom,4539832,7316,5867,127946,6,9.429,66559.509,107.262,86.017,1875.845,0.088,0.138,JPN,Asia,Japan,767652,2238,2213.143,13854,96,83,6090.021,17.558,109.908,0.762,0.658
AUS,Oceania,Australia,2021-06-10,0.116,16.2,106.089,2042,30228,3,12.429,910,0,0,1172.163,0.482,35.287,0,0,GBR,Europe,United Kingdom,4547068,7236,6160.857,127953,7,7.857,66665.597,106.089,90.326,1875.948,0.103,0.115,JPN,Asia,Japan,769694,2042,2100.429,13925,71,77.286,6106.221,16.663,110.471,0.563,0.613
AUS,Oceania,Australia,2021-06-11,0.233,15.343,116.791,1934,30234,6,11,910,0,0,1172.396,0.427,35.287,0,0,GBR,Europe,United Kingdom,4555034,7966,6421.714,127970,17,8.714,66782.389,116.791,94.15,1876.197,0.249,0.128,JPN,Asia,Japan,771628,1934,2006.429,13988,63,74,6121.564,15.918,110.971,0.5,0.587
AUS,Oceania,Australia,2021-06-12,0.543,15.399,110.78,1941,30248,14,10.714,910,0,0,1172.939,0.415,35.287,0,0,GBR,Europe,United Kingdom,4562590,7556,6693.857,127982,12,8.571,66893.169,110.78,98.14,1876.373,0.176,0.126,JPN,Asia,Japan,773569,1941,1905.143,14043,55,72.714,6136.962,15.114,111.407,0.436,0.577
AUS,Oceania,Australia,2021-06-13,0.543,10.964,107.335,1382,30262,14,10.143,910,0,0,1173.482,0.393,35.287,0,0,GBR,Europe,United Kingdom,4569911,7321,6993.429,127990,8,9.143,67000.504,107.335,102.532,1876.49,0.117,0.134,JPN,Asia,Japan,774951,1382,1814,14075,32,70.143,6147.926,14.391,111.661,0.254,0.556
AUS,Oceania,Australia,2021-06-14,0.427,7.402,111.675,933,30273,11,9.714,910,0,0,1173.908,0.377,35.287,0,0,GBR,Europe,United Kingdom,4577528,7617,7283.429,127993,3,9.429,67112.178,111.675,106.784,1876.534,0.044,0.138,JPN,Asia,Japan,775884,933,1764.429,14135,60,68,6155.328,13.998,112.137,0.476,0.539
AUS,Oceania,Australia,2021-06-15,0.504,11.241,111.249,1417,30286,13,10.857,910,0,0,1174.412,0.421,35.287,0,0,GBR,Europe,United Kingdom,4585116,7588,7514.286,128003,10,9,67223.428,111.249,110.169,1876.681,0.147,0.132,JPN,Asia,Japan,777301,1417,1698.143,14202,67,63.429,6166.57,13.472,112.669,0.532,0.503
AUS,Oceania,Australia,2021-06-16,0.582,13.542,129.253,1707,30301,15,10.857,910,0,0,1174.994,0.421,35.287,0,0,GBR,Europe,United Kingdom,4593932,8816,7728.571,128012,9,9.429,67352.681,129.253,113.31,1876.813,0.132,0.138,JPN,Asia,Japan,779008,1707,1622.286,14282,80,61.143,6180.112,12.87,113.304,0.635,0.485
AUS,Oceania,Australia,2021-06-17,0.31,12.297,158.488,1550,30309,8,11.571,910,0,0,1175.304,0.449,35.287,0,0,GBR,Europe,United Kingdom,4604742,10810,8239.143,128031,19,11.143,67511.169,158.488,120.796,1877.092,0.279,0.163,JPN,Asia,Japan,780558,1550,1552,14329,47,57.714,6192.408,12.312,113.676,0.373,0.458
AUS,Oceania,Australia,2021-06-18,0.504,12.852,150.629,1620,30322,13,12.571,910,0,0,1175.808,0.487,35.287,0,0,GBR,Europe,United Kingdom,4615016,10274,8568.857,128042,11,10.286,67661.798,150.629,125.63,1877.253,0.161,0.151,JPN,Asia,Japan,782178,1620,1507.143,14377,48,55.571,6205.26,11.957,114.057,0.381,0.441
AUS,Oceania,Australia,2021-06-19,0.349,12.043,147.741,1518,30331,9,11.857,910,0,0,1176.157,0.46,35.287,0,0,GBR,Europe,United Kingdom,4625093,10077,8929,128056,14,10.571,67809.54,147.741,130.91,1877.458,0.205,0.155,JPN,Asia,Japan,783696,1518,1446.714,14405,28,51.714,6217.303,11.477,114.279,0.222,0.41
AUS,Oceania,Australia,2021-06-20,0.931,10.361,133.036,1306,30355,24,13.286,910,0,0,1177.088,0.515,35.287,0,0,GBR,Europe,United Kingdom,4634167,9074,9179.429,128062,6,10.286,67942.576,133.036,134.582,1877.546,0.088,0.151,JPN,Asia,Japan,785002,1306,1435.857,14425,20,50,6227.664,11.391,114.438,0.159,0.397
AUS,Oceania,Australia,2021-06-21,0.427,6.886,153.562,868,30366,11,13.286,910,0,0,1177.515,0.515,35.287,0,0,GBR,Europe,United Kingdom,4644641,10474,9587.571,128067,5,10.571,68096.137,153.562,140.566,1877.619,0.073,0.155,JPN,Asia,Japan,785870,868,1426.571,14460,35,46.429,6234.55,11.317,114.716,0.278,0.368
AUS,Oceania,Australia,2021-06-22,0.543,11.384,168.37,1435,30380,14,13.429,910,0,0,1178.057,0.521,35.287,0,0,GBR,Europe,United Kingdom,4656125,11484,10144.143,128094,27,13,68264.507,168.37,148.726,1878.015,0.396,0.191,JPN,Asia,Japan,787305,1435,1429.143,14504,44,43.143,6245.934,11.338,115.065,0.349,0.342
AUS,Oceania,Australia,2021-06-23,0.931,14.121,233.011,1780,30404,24,14.714,910,0,0,1178.988,0.571,35.287,0,0,GBR,Europe,United Kingdom,4672018,15893,11155.143,128113,19,14.429,68497.518,233.011,163.548,1878.294,0.279,0.212,JPN,Asia,Japan,789085,1780,1439.571,14562,58,40,6260.056,11.421,115.525,0.46,0.317
AUS,Oceania,Australia,2021-06-24,0.776,13.28,245.15,1674,30424,20,16.429,910,0,0,1179.764,0.637,35.287,0,0,GBR,Europe,United Kingdom,4688739,16721,11999.571,128134,21,14.714,68742.668,245.15,175.928,1878.602,0.308,0.216,JPN,Asia,Japan,790759,1674,1457.286,14604,42,39.286,6273.336,11.561,115.858,0.333,0.312
AUS,Oceania,Australia,2021-06-25,1.28,13.566,224.625,1710,30457,33,19.286,910,0,0,1181.043,0.748,35.287,0,0,GBR,Europe,United Kingdom,4704060,15321,12720.571,128152,18,15.714,68967.293,224.625,186.499,1878.866,0.264,0.23,JPN,Asia,Japan,792469,1710,1470.143,14635,31,36.857,6286.902,11.663,116.104,0.246,0.292
AUS,Oceania,Australia,2021-06-26,1.629,12.939,263.521,1631,30499,42,24,910,0,0,1182.672,0.931,35.287,0,0,GBR,Europe,United Kingdom,4722034,17974,13848.714,128175,23,17,69230.814,263.521,203.039,1879.203,0.337,0.249,JPN,Asia,Japan,794100,1631,1486.286,14664,29,37,6299.841,11.791,116.334,0.23,0.294
AUS,Oceania,Australia,2021-06-27,1.125,10.171,214.772,1282,30528,29,24.714,910,0,0,1183.796,0.958,35.287,0,0,GBR,Europe,United Kingdom,4736683,14649,14645.143,128186,11,17.714,69445.586,214.772,214.716,1879.364,0.161,0.26,JPN,Asia,Japan,795382,1282,1482.857,14674,10,35.571,6310.012,11.764,116.413,0.079,0.282
AUS,Oceania,Australia,2021-06-28,1.241,7.941,332.341,1001,30560,32,27.714,910,0,0,1185.037,1.075,35.287,0,0,GBR,Europe,United Kingdom,4759351,22668,16387.143,128189,3,17.429,69777.927,332.341,240.256,1879.408,0.044,0.256,JPN,Asia,Japan,796383,1001,1501.857,14712,38,36,6317.953,11.915,116.715,0.301,0.286
AUS,Oceania,Australia,2021-06-29,1.629,10.948,296.758,1380,30602,42,31.714,910,0,0,1186.666,1.23,35.287,0,0,GBR,Europe,United Kingdom,4779592,20241,17638.143,128212,23,16.857,70074.685,296.758,258.597,1879.745,0.337,0.247,JPN,Asia,Japan,797763,1380,1494,14742,30,34,6328.901,11.852,116.953,0.238,0.27
AUS,Oceania,Australia,2021-06-30,1.59,14.439,375.987,1820,30643,41,34.143,910,0,0,1188.256,1.324,35.287,0,0,GBR,Europe,United Kingdom,4805237,25645,19031.286,128226,14,16.143,70450.672,375.987,279.022,1879.951,0.205,0.237,JPN,Asia,Japan,799583,1820,1499.714,14783,41,31.571,6343.34,11.898,117.278,0.325,0.25
AUS,Oceania,Australia,2021-07-01,1.59,13.915,404.782,1754,30684,41,37.143,910,0,0,1189.846,1.44,35.287,0,0,GBR,Europe,United Kingdom,4832846,27609,20586.714,128248,22,16.286,70855.454,404.782,301.826,1880.273,0.323,0.239,JPN,Asia,Japan,801337,1754,1511.143,14807,24,29,6357.255,11.988,117.469,0.19,0.23
AUS,Oceania,Australia,2021-07-02,1.939,14.082,392.569,1775,30734,50,39.571,910,0,0,1191.785,1.534,35.287,0,0,GBR,Europe,United Kingdom,4859622,26776,22223.143,128275,27,17.571,71248.023,392.569,325.819,1880.669,0.396,0.258,JPN,Asia,Japan,803112,1775,1520.429,14832,25,28.143,6371.336,12.062,117.667,0.198,0.223
AUS,Oceania,Australia,2021-07-03,0.737,14.899,359.435,1878,30753,19,36.286,910,0,0,1192.521,1.407,35.287,0,0,GBR,Europe,United Kingdom,4884138,24516,23157.714,128293,18,16.857,71607.457,359.435,339.521,1880.933,0.264,0.247,JPN,Asia,Japan,804990,1878,1555.714,14841,9,25.286,6386.235,12.342,117.738,0.071,0.201
AUS,Oceania,Australia,2021-07-04,1.978,11.781,350.418,1485,30804,51,39.429,910,0,0,1194.499,1.529,35.287,0,0,GBR,Europe,United Kingdom,4908039,23901,24479.429,128308,15,17.429,71957.875,350.418,358.898,1881.153,0.22,0.256,JPN,Asia,Japan,806475,1485,1584.714,14847,6,24.714,6398.016,12.572,117.786,0.048,0.196
AUS,Oceania,Australia,2021-07-05,1.047,8.163,397.994,1029,30831,27,38.714,910,0,0,1195.546,1.501,35.287,0,0,GBR,Europe,United Kingdom,4935185,27146,25119.143,128317,9,18.286,72355.869,397.994,368.277,1881.285,0.132,0.268,JPN,Asia,Japan,807504,1029,1588.714,14866,19,22,6406.179,12.604,117.937,0.151,0.175
AUS,Oceania,Australia,2021-07-06,1.163,13.233,416.687,1668,30861,30,37,910,0,0,1196.709,1.435,35.287,0,0,GBR,Europe,United Kingdom,4963606,28421,26287.714,128354,37,20.286,72772.556,416.687,385.41,1881.827,0.542,0.297,JPN,Asia,Japan,809172,1668,1629.857,14888,22,20.857,6419.412,12.93,118.111,0.175,0.165
AUS,Oceania,Australia,2021-07-07,1.629,17.366,470.963,2189,30903,42,37.143,910,0,0,1198.338,1.44,35.287,0,0,GBR,Europe,United Kingdom,4995729,32123,27213.143,128387,33,23,73243.518,470.963,398.978,1882.311,0.484,0.337,JPN,Asia,Japan,811361,2189,1682.571,14902,14,17,6436.778,13.348,118.222,0.111,0.135
AUS,Oceania,Australia,2021-07-08,1.861,17.818,470.435,2246,30951,48,38.143,910,0,0,1200.199,1.479,35.287,0,0,GBR,Europe,United Kingdom,5027816,32087,27852.857,128422,35,24.857,73713.953,470.435,408.357,1882.824,0.513,0.364,JPN,Asia,Japan,813607,2246,1752.857,14919,17,16,6454.596,13.906,118.357,0.135,0.127
AUS,Oceania,Australia,2021-07-09,2.482,18.056,518.157,2276,31015,64,40.143,910,0,0,1202.681,1.557,35.287,0,0,GBR,Europe,United Kingdom,5063158,35342,29076.571,128451,29,25.143,74232.11,518.157,426.298,1883.249,0.425,0.369,JPN,Asia,Japan,815883,2276,1824.429,14939,20,15.286,6472.653,14.474,118.516,0.159,0.121
AUS,Oceania,Australia,2021-07-10,3.296,19.5,468.763,2458,31100,85,49.571,911,1,0.143,1205.977,1.922,35.326,0.039,0.006,GBR,Europe,United Kingdom,5095131,31973,30141.857,128485,34,27.429,74700.874,468.763,441.917,1883.748,0.498,0.402,JPN,Asia,Japan,818341,2458,1907.286,14950,11,15.571,6492.153,15.131,118.603,0.087,0.124
AUS,Oceania,Australia,2021-07-11,4.692,16.105,462.005,2030,31221,121,59.571,911,0,0.143,1210.669,2.31,35.326,0,0.006,GBR,Europe,United Kingdom,5126643,31512,31229.143,128511,26,29,75162.878,462.005,457.858,1884.129,0.381,0.425,JPN,Asia,Japan,820371,2030,1985.143,14956,6,15.571,6508.257,15.749,118.651,0.048,0.124
AUS,Oceania,Australia,2021-07-12,3.955,11.94,500.461,1505,31323,102,70.286,912,1,0.286,1214.624,2.725,35.365,0.039,0.011,GBR,Europe,United Kingdom,5160778,34135,32227.571,128517,6,28.571,75663.339,500.461,472.496,1884.217,0.088,0.419,JPN,Asia,Japan,821876,1505,2053.143,14959,3,13.286,6520.197,16.288,118.674,0.024,0.105
AUS,Oceania,Australia,2021-07-13,4.11,18.913,532.833,2384,31429,106,81.143,912,0,0.286,1218.735,3.147,35.365,0,0.011,GBR,Europe,United Kingdom,5197121,36343,33359.286,128567,50,30.429,76196.172,532.833,489.088,1884.95,0.733,0.446,JPN,Asia,Japan,824260,2384,2155.429,14977,18,12.714,6539.11,17.1,118.817,0.143,0.101
AUS,Oceania,Australia,2021-07-14,3.257,25.323,615.478,3192,31513,84,87.143,912,0,0.286,1221.992,3.379,35.365,0,0.011,GBR,Europe,United Kingdom,5239101,41980,34767.429,128616,49,32.714,76811.65,615.478,509.733,1885.668,0.718,0.48,JPN,Asia,Japan,827452,3192,2298.714,14997,20,13.571,6564.433,18.236,118.976,0.159,0.108
